#,Patient Code,PAT id(SSAM),Accession,Name,Species-group,Species,Group,Subtype,Country,Sampling Year,HXB2/MAC239 start,HXB2/MAC239 stop,Sequence Length,Organism
252,Q23,7,AF048008,C11_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,204,HIV-1
253,Q23,7,AF048009,C9_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,207,HIV-1
254,Q23,7,AF048010,C9_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,198,HIV-1
255,Q23,7,AF048011,C9_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,213,HIV-1
256,Q23,7,AF048012,C9_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,213,HIV-1
257,Q23,7,AF048013,C9_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,213,HIV-1
258,Q23,7,AF048014,C9_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,198,HIV-1
259,Q23,7,AF048015,C9_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,213,HIV-1
260,Q23,7,AF048016,C9_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,213,HIV-1
261,Q23,7,AF048017,C6_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
262,Q23,7,AF048018,C6_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
263,Q23,7,AF048019,C6_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
264,Q23,7,AF048020,C6_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
265,Q23,7,AF048021,C6_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
266,Q23,7,AF048022,C6_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
267,Q23,7,AF048023,C7_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
268,Q23,7,AF048024,C7_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
269,Q23,7,AF048025,C7_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
270,Q23,7,AF048026,C7_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
271,Q23,7,AF048027,C7_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
272,Q23,7,AF048028,C7_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
273,Q23,7,AF048029,C7_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
274,Q23,7,AF048030,C7_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
275,Q23,7,AF048031,C7_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
276,Q23,7,AF048032,C2_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
277,Q23,7,AF048033,C2_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
278,Q23,7,AF048034,C2_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
279,Q23,7,AF048035,C2_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
280,Q23,7,AF048036,C2_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
281,Q23,7,AF048037,C2_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
282,Q23,7,AF048038,C11_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
283,Q23,7,AF048039,C11_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
284,Q23,7,AF048040,C11_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
285,Q23,7,AF048041,C11_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
286,Q23,7,AF048042,C11_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
287,Q23,7,AF048043,C11_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
288,Q23,7,AF048044,C11_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
289,Q23,7,AF048045,C11_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
290,Q23,7,AF048046,C11_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
291,Q23,7,AF048047,C9_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
292,Q23,7,AF048048,C9_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
293,Q23,7,AF048049,C9_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
294,Q23,7,AF048050,C9_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
295,Q23,7,AF048051,C9_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
296,Q23,7,AF048052,C9_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
297,Q23,7,AF048053,C9_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
298,Q23,7,AF048054,C9_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
299,Q23,7,AF048055,B6_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
300,Q23,7,AF048056,B6_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
301,Q23,7,AF048057,B6_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
302,Q23,7,AF048058,B6_94,PLV,HIV-1,M,A,KENYA,1994,6639,6812,192,HIV-1
303,Q23,7,AF048059,B6_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
304,Q23,7,AF048060,B6_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
305,Q23,7,AF048061,B6_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
306,Q23,7,AF048062,B6_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
307,Q23,7,AF048063,B6_94,PLV,HIV-1,M,A,KENYA,1994,6632,6812,192,HIV-1
308,Q23,7,AF048064,B6_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
309,Q23,7,AF048065,B6_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
310,Q23,7,AF048066,B6_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,195,HIV-1
311,Q23,7,AF048067,B7_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,195,HIV-1
312,Q23,7,AF048068,B7_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,195,HIV-1
313,Q23,7,AF048069,B7_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
314,Q23,7,AF048070,B7_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,195,HIV-1
315,Q23,7,AF048071,B7_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,195,HIV-1
316,Q23,7,AF048072,B7_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
317,Q23,7,AF048073,B7_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
318,Q23,7,AF048074,B7_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,195,HIV-1
319,Q23,7,AF048075,Q23-B7_93_PNS141d,PLV,HIV-1,M,A,KENYA,1993,6615,6812,195,HIV-1
320,Q23,7,AF048076,B7_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,195,HIV-1
321,Q23,7,AF048077,B9_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,195,HIV-1
322,Q23,7,AF048078,B9_93,PLV,HIV-1,M,A,KENYA,1993,6625,6812,192,HIV-1
323,Q23,7,AF048079,B9_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,195,HIV-1
324,Q23,7,AF048080,B9_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,195,HIV-1
325,Q23,7,AF048081,B9_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
326,Q23,7,AF048082,B9_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
327,Q23,7,AF048083,B9_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
328,Q23,7,AF048084,B9_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
329,Q23,7,AF048085,B9_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
330,Q23,7,AF048086,B9_93,PLV,HIV-1,M,A,KENYA,1993,6632,6812,192,HIV-1
331,Q23,7,AF048087,B9_93,PLV,HIV-1,M,A,KENYA,1993,6632,6812,192,HIV-1
332,Q23,7,AF048088,B9_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
333,Q23,7,AF048089,B12_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
334,Q23,7,AF048090,B12_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
335,Q23,7,AF048091,B12_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
336,Q23,7,AF048092,B12_93,PLV,HIV-1,M,A,KENYA,1993,6632,6812,192,HIV-1
337,Q23,7,AF048093,B12_93,PLV,HIV-1,M,A,KENYA,1993,6632,6812,192,HIV-1
338,Q23,7,AF048094,B12_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
339,Q23,7,AF048095,B12_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
340,Q23,7,AF048096,B12_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
341,Q23,7,AF048097,B2_95,PLV,HIV-1,M,A,KENYA,1995,6648,6812,183,HIV-1
342,Q23,7,AF048098,B2_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,204,HIV-1
343,Q23,7,AF048099,B2_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,204,HIV-1
344,Q23,7,AF048100,B2_95,PLV,HIV-1,M,A,KENYA,1995,6648,6812,183,HIV-1
345,Q23,7,AF048101,B2_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,201,HIV-1
346,Q23,7,AF048102,B2_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,192,HIV-1
347,Q23,7,AF048103,B2_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,192,HIV-1
348,Q23,7,AF048104,B2_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,192,HIV-1
349,Q23,7,AF048105,B2_95,PLV,HIV-1,M,A,KENYA,1995,6630,6812,195,HIV-1
350,Q23,7,AF048106,B6_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,222,HIV-1
351,Q23,7,AF048107,B6_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,198,HIV-1
352,Q23,7,AF048108,B6_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,198,HIV-1
353,Q23,7,AF048109,B6_95,PLV,HIV-1,M,A,KENYA,1995,6648,6812,183,HIV-1
354,Q23,7,AF048110,B6_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,213,HIV-1
355,Q23,7,AF048111,B6_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,213,HIV-1
356,Q23,7,AF048112,B6_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,204,HIV-1
357,Q23,7,AF048113,B6_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,204,HIV-1
358,Q23,7,AF048114,B6_95,PLV,HIV-1,M,A,KENYA,1995,6648,6812,183,HIV-1
359,Q23,7,AF048115,B6_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,207,HIV-1
360,Q23,7,AF048116,B6_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,204,HIV-1
361,Q23,7,AF048117,B11_94,PLV,HIV-1,M,A,KENYA,1994,6630,6812,195,HIV-1
362,Q23,7,AF048118,B11_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,186,HIV-1
363,Q23,7,AF048119,B11_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
364,Q23,7,AF048120,B11_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
365,Q23,7,AF048121,B11_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
366,Q23,7,AF048122,B11_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
367,Q23,7,AF048123,B11_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,195,HIV-1
368,Q23,7,AF048124,B11_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
369,Q23,7,AF048125,B11_94,PLV,HIV-1,M,A,KENYA,1994,6630,6812,195,HIV-1
370,Q23,7,AF048126,B11_94,PLV,HIV-1,M,A,KENYA,1994,6630,6812,195,HIV-1
371,Q23,7,AF048127,B11_94,PLV,HIV-1,M,A,KENYA,1994,6630,6812,195,HIV-1
372,Q23,7,AF048128,B9_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,204,HIV-1
373,Q23,7,AF048129,B9_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,204,HIV-1
374,Q23,7,AF048130,B9_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,207,HIV-1
375,Q23,7,AF048131,B9_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,222,HIV-1
376,Q23,7,AF048132,B9_95,PLV,HIV-1,M,A,KENYA,1995,6648,6812,183,HIV-1
377,Q23,7,AF048133,B9_95,PLV,HIV-1,M,A,KENYA,1995,6643,6812,183,HIV-1
378,Q23,7,AF048134,B9_95,PLV,HIV-1,M,A,KENYA,1995,6648,6812,183,HIV-1
379,Q23,7,AF048135,B9_95,PLV,HIV-1,M,A,KENYA,1995,6648,6812,183,HIV-1
380,Q23,7,AF048136,B9_95,PLV,HIV-1,M,A,KENYA,1995,6648,6812,183,HIV-1
381,Q23,7,AF048137,B9_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,213,HIV-1
382,Q23,7,AF048138,B9_95,PLV,HIV-1,M,A,KENYA,1995,6648,6812,183,HIV-1
383,Q23,7,AF048139,B6_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
384,Q23,7,AF048140,B6_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
385,Q23,7,AF048141,B6_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
386,Q23,7,AF048142,B6_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
387,Q23,7,AF048143,B6_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
388,Q23,7,AF048144,B6_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
389,Q23,7,AF048145,B6_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
390,Q23,7,AF048146,B6_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
391,Q23,7,AF048147,B6_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
392,Q23,7,AF048148,B6_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
393,Q23,7,AF048149,B6_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
394,Q23,7,AF048150,B7_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
395,Q23,7,AF048151,B7_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
396,Q23,7,AF048152,B7_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
397,Q23,7,AF048153,B7_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
398,Q23,7,AF048154,B7_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
399,Q23,7,AF048155,B7_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
400,Q23,7,AF048156,B7_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
401,Q23,7,AF048157,B7_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
402,Q23,7,AF048158,B7_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
403,Q23,7,AF048159,B7_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
404,Q23,7,AF048160,B9_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
405,Q23,7,AF048161,B9_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
406,Q23,7,AF048162,B9_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
407,Q23,7,AF048163,B9_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
408,Q23,7,AF048164,B9_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
409,Q23,7,AF048165,B9_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
410,Q23,7,AF048166,B9_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
411,Q23,7,AF048167,B9_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
412,Q23,7,AF048168,B9_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
413,Q23,7,AF048169,B9_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
414,Q23,7,AF048170,B9_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
415,Q23,7,AF048171,B9_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
416,Q23,7,AF048172,B12_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
417,Q23,7,AF048173,B12_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
418,Q23,7,AF048174,B12_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
419,Q23,7,AF048175,B12_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
420,Q23,7,AF048176,B12_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
421,Q23,7,AF048177,B12_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
422,Q23,7,AF048178,B12_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
423,Q23,7,AF048179,B12_93,PLV,HIV-1,M,A,KENYA,1993,7110,7217,105,HIV-1
424,Q23,7,AF048180,B2_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
425,Q23,7,AF048181,B2_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
426,Q23,7,AF048182,B2_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
427,Q23,7,AF048183,B2_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
428,Q23,7,AF048184,B2_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
429,Q23,7,AF048185,B2_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
430,Q23,7,AF048186,B2_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
431,Q23,7,AF048187,B2_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
432,Q23,7,AF048188,B2_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
433,Q23,7,AF048189,B6_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
434,Q23,7,AF048190,B6_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
435,Q23,7,AF048191,B6_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
436,Q23,7,AF048192,B6_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
437,Q23,7,AF048193,B6_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
438,Q23,7,AF048194,B6_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
439,Q23,7,AF048195,B6_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
440,Q23,7,AF048196,B6_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
441,Q23,7,AF048197,B6_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
442,Q23,7,AF048198,B6_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
443,Q23,7,AF048199,B6_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
444,Q23,7,AF048200,B11_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
445,Q23,7,AF048201,B11_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
446,Q23,7,AF048202,B11_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
447,Q23,7,AF048203,B11_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
448,Q23,7,AF048204,B11_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
449,Q23,7,AF048205,B11_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
450,Q23,7,AF048206,B11_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
451,Q23,7,AF048207,B11_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
452,Q23,7,AF048208,B11_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
453,Q23,7,AF048209,B11_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
454,Q23,7,AF048210,B11_94,PLV,HIV-1,M,A,KENYA,1994,7110,7217,105,HIV-1
455,Q23,7,AF048211,B9_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
456,Q23,7,AF048212,B9_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
457,Q23,7,AF048213,B9_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
458,Q23,7,AF048214,B9_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
459,Q23,7,AF048215,B9_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
460,Q23,7,AF048216,B9_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
461,Q23,7,AF048217,B9_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
462,Q23,7,AF048218,B9_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
463,Q23,7,AF048219,B9_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
464,Q23,7,AF048220,B9_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
465,Q23,7,AF048221,B9_95,PLV,HIV-1,M,A,KENYA,1995,7110,7217,105,HIV-1
466,Q23,7,AF048222,P6_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
467,Q23,7,AF048223,P6_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
468,Q23,7,AF048224,P6_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
469,Q23,7,AF048225,P6_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
470,Q23,7,AF048226,P6_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
471,Q23,7,AF048227,P6_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
472,Q23,7,AF048228,P6_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
473,Q23,7,AF048229,P6_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
474,Q23,7,AF048230,P6_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,180,HIV-1
475,Q23,7,AF048231,P6_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
476,Q23,7,AF048232,P6_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
477,Q23,7,AF048233,P6_94,PLV,HIV-1,M,A,KENYA,1994,6615,6812,192,HIV-1
478,Q23,7,AF048234,P2_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,201,HIV-1
479,Q23,7,AF048235,P2_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,201,HIV-1
480,Q23,7,AF048236,P2_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,204,HIV-1
481,Q23,7,AF048237,P2_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,204,HIV-1
482,Q23,7,AF048238,P2_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,201,HIV-1
483,Q23,7,AF048239,P2_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,204,HIV-1
484,Q23,7,AF048240,P2_95,PLV,HIV-1,M,A,KENYA,1995,6615,6812,189,HIV-1
485,Q23,7,AF048241,P12_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
486,Q23,7,AF048242,P12_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
487,Q23,7,AF048243,P12_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
488,Q23,7,AF048244,P12_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
489,Q23,7,AF048245,P12_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
490,Q23,7,AF048246,P12_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
491,Q23,7,AF048247,P12_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
492,Q23,7,AF048248,P12_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
493,Q23,7,AF048249,P12_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
494,Q23,7,AF048250,P12_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
495,Q23,7,AF048251,P12_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
496,Q23,7,AF048252,P7_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
497,Q23,7,AF048253,P7_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
498,Q23,7,AF048254,P7_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,195,HIV-1
499,Q23,7,AF048255,P7_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,195,HIV-1
500,Q23,7,AF048256,P7_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
501,Q23,7,AF048257,P7_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
502,Q23,7,AF048258,P7_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,195,HIV-1
503,Q23,7,AF048259,P7_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
504,Q23,7,AF048260,P7_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,195,HIV-1
505,Q23,7,AF048261,P7_93,PLV,HIV-1,M,A,KENYA,1993,6615,6812,192,HIV-1
506,Q23,7,AF048262,P11_94,PLV,HIV-1,M,A,KENYA,1994,6630,6812,195,HIV-1
507,Q23,7,AF048263,P11_94,PLV,HIV-1,M,A,KENYA,1994,6630,6812,195,HIV-1
508,Q23,7,AF048264,P11_94,PLV,HIV-1,M,A,KENYA,1994,6630,6812,195,HIV-1
