sequenceID	record_ID	organism	virus_subgenus	virus_clade	assigned_name	assigned_gene	target_datatype	target_version	target_name	probe_type	scaffold	extract_start	extract_end	sequence_length	orientation	bitscore	identity	evalue_num	evalue_exp	subject_start	subject_end	query_start	query_end	align_len	gap_openings	mismatches
2978790_Lepus_americanus	2978790	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010024501.1	10519	10873	355	+	289	90.909	5	82	109	321	1	220	220	3	13
1239916_Lepus_americanus	1239916	Lepus_americanus	Non-primate	Lagomorph	RELIK	gag	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010026092.1	4862	5404	543	+	204	59.89	4	65	1	181	1	543	182	2	71
2568500_Lepus_americanus	2568500	Lepus_americanus	Non-primate	Lagomorph	RELIK	gag	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010026092.1	5811	6773	963	+	337	67.339	1	114	179	424	97	840	248	1	79
1433323_Lepus_americanus	1433323	Lepus_americanus	Non-primate	Lagomorph	RELIK	env	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010026092.1	7549	8328	780	+	108	40.146	1	27	566	828	1	780	274	5	139
2978685_Lepus_americanus	2978685	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010026188.1	11616	11937	322	+	418	90.123	6	121	1	322	1	322	324	3	28
2978663_Lepus_americanus	2978663	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010026269.1	2412	2630	219	+	311	92.237	7	89	47	265	1	219	219	0	17
2978684_Lepus_americanus	2978684	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010026269.1	2652	2827	176	+	270	94.318	9	77	321	496	1	176	176	0	10
2978800_Lepus_americanus	2978800	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010028073.1	164	518	355	+	292	93.434	4	83	299	496	159	355	198	1	12
2978757_Lepus_americanus	2978757	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010028601.1	9861	9918	58	+	102	98.276	10	27	1	58	1	58	58	0	1
2978726_Lepus_americanus	2978726	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010029544.1	11300	11795	496	+	739	93.548	0	1	1	496	1	496	496	0	32
2978791_Lepus_americanus	2978791	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010030299.1	5983	6391	409	+	377	91.882	1	108	51	320	1	270	271	2	20
2978749_Lepus_americanus	2978749	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010031016.1	9926	10419	494	-	737	93.548	0	1	1	496	1	494	496	1	30
2978747_Lepus_americanus	2978747	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010031996.1	10653	11040	388	+	462	88.144	3	134	109	496	1	388	388	0	46
2978660_Lepus_americanus	2978660	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010032561.1	20697	21151	455	-	658	93.013	0	1	47	496	1	455	458	6	21
2978772_Lepus_americanus	2978772	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010033081.1	696	1124	429	-	545	89.427	3	159	47	496	1	429	454	7	19
2978696_Lepus_americanus	2978696	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010033695.1	13537	13916	380	-	494	89.948	1	143	109	496	1	380	388	5	31
2978810_Lepus_americanus	2978810	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010033849.1	5425	5857	433	+	425	94.545	5	123	47	321	21	295	275	0	15
2978799_Lepus_americanus	2978799	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010034212.1	4679	5133	455	-	484	89.114	8	141	109	496	62	455	395	2	35
2978820_Lepus_americanus	2978820	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010035190.1	19364	19824	461	+	368	87.234	8	106	1	322	1	329	329	2	35
1433356_Lepus_americanus	1433356	Lepus_americanus	Non-primate	Lagomorph	RELIK	env	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010035557.1	708	1413	706	-	266	85.135	3	117	208	355	266	706	148	1	21
1433338_Lepus_americanus	1433338	Lepus_americanus	Non-primate	Lagomorph	RELIK	env	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010035557.1	1455	1781	327	-	211	90.826	2	66	1	109	1	327	109	0	10
2647616_Lepus_americanus	2647616	Lepus_americanus	Non-primate	Lagomorph	RELIK	pol	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010035557.1	1838	4702	2865	-	483	93.165	0	1	176	453	1522	2343	278	1	15
1239894_Lepus_americanus	1239894	Lepus_americanus	Non-primate	Lagomorph	RELIK	gag	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010035557.1	4767	4922	156	-	105	94.231	7	30	76	127	1	156	52	0	3
2978763_Lepus_americanus	2978763	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010036787.1	592	905	314	+	442	92.038	3	128	183	496	1	314	314	0	25
2978758_Lepus_americanus	2978758	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010037320.1	15094	15485	392	-	488	89.367	5	142	109	496	1	392	395	4	32
1433317_Lepus_americanus	1433317	Lepus_americanus	Non-primate	Lagomorph	RELIK	env	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010037697.1	8916	9884	969	-	213	43.373	7	64	464	785	1	969	332	8	169
2568495_Lepus_americanus	2568495	Lepus_americanus	Non-primate	Lagomorph	RELIK	gag	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010037697.1	10936	12374	1439	-	256	65.193	2	92	246	424	234	776	181	1	61
2978709_Lepus_americanus	2978709	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010037697.1	13068	13256	189	-	141	80.749	8	38	201	386	1	183	187	4	31
2978752_Lepus_americanus	2978752	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010040334.1	15598	15809	212	+	320	93.868	1	91	285	496	1	212	212	0	13
2978770_Lepus_americanus	2978770	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010040489.1	329	437	109	-	163	93.578	9	45	47	155	1	109	109	0	7
2978673_Lepus_americanus	2978673	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010041677.1	16965	17073	109	+	128	88.991	3	34	47	147	1	109	109	1	4
2978783_Lepus_americanus	2978783	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010043866.1	6639	7094	456	-	501	94.72	8	146	1	322	1	322	322	0	17
2978701_Lepus_americanus	2978701	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010046232.1	1581	2026	446	-	638	92.428	0	1	49	496	1	446	449	2	30
1433349_Lepus_americanus	1433349	Lepus_americanus	Non-primate	Lagomorph	RELIK	env	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010046403.1	4491	5092	602	-	216	90.09	7	88	497	607	1	333	111	0	11
1433316_Lepus_americanus	1433316	Lepus_americanus	Non-primate	Lagomorph	RELIK	env	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010046403.1	5143	5268	126	-	81	83.333	2	21	68	109	1	126	42	0	7
2647608_Lepus_americanus	2647608	Lepus_americanus	Non-primate	Lagomorph	RELIK	pol	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010046403.1	5383	7443	2061	-	872	93.018	0	1	457	942	106	1554	487	2	29
2978680_Lepus_americanus	2978680	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010047977.1	58	391	334	+	496	93.413	3	144	163	496	1	334	334	0	22
2978706_Lepus_americanus	2978706	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010048406.1	14901	15037	137	-	121	82.609	7	32	184	321	1	137	138	1	23
2978717_Lepus_americanus	2978717	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010048545.1	12121	12613	493	+	702	92.339	0	1	1	496	1	493	496	2	35
2978683_Lepus_americanus	2978683	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010050045.1	443	868	426	-	592	91.841	4	173	73	496	1	426	429	2	27
1433444_Lepus_americanus	1433444	Lepus_americanus	Non-primate	Lagomorph	RELIK	env	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010050045.1	897	2143	1247	-	629	85.122	0	1	474	869	1	1224	410	2	45
2647614_Lepus_americanus	2647614	Lepus_americanus	Non-primate	Lagomorph	RELIK	pol	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010050045.1	2516	3214	699	-	284	72.65	3	90	876	1109	1	699	234	1	63
2978707_Lepus_americanus	2978707	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010051040.1	7420	7700	281	-	392	92.115	3	113	47	324	1	278	279	2	20
2978822_Lepus_americanus	2978822	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010053334.1	954	1392	439	+	368	89.761	8	106	2	294	1	285	293	3	22
2978725_Lepus_americanus	2978725	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010053464.1	7642	7810	169	+	254	93.567	9	72	326	496	1	169	171	2	9
1433355_Lepus_americanus	1433355	Lepus_americanus	Non-primate	Lagomorph	RELIK	env	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010053582.1	734	2981	2248	+	222	34.426	2	81	184	708	456	1892	549	20	266
2978665_Lepus_americanus	2978665	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010053903.1	9832	10324	493	+	669	91.129	0	1	1	496	1	493	496	1	41
2978720_Lepus_americanus	2978720	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010054085.1	7575	8023	449	+	619	91.574	0	1	47	496	1	449	451	2	35
2978821_Lepus_americanus	2978821	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010056013.1	7185	7596	412	-	374	91.007	2	107	47	324	1	277	278	1	24
2978803_Lepus_americanus	2978803	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010056499.1	1994	2413	420	+	335	88.421	8	96	47	322	1	284	285	5	23
2647579_Lepus_americanus	2647579	Lepus_americanus	Non-primate	Lagomorph	RELIK	pol	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010057256.1	2	4309	4308	+	1546	93.427	0	1	268	1109	1753	4308	852	1	46
1433358_Lepus_americanus	1433358	Lepus_americanus	Non-primate	Lagomorph	RELIK	env	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010057256.1	4456	5710	1255	+	550	93.417	0	1	512	828	299	1255	319	1	19
2978816_Lepus_americanus	2978816	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010057256.1	5870	6256	387	+	470	92.901	2	136	1	322	1	324	324	1	21
2978667_Lepus_americanus	2978667	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010057256.1	6460	6549	90	+	134	93.333	6	36	407	496	1	90	90	0	6
2978672_Lepus_americanus	2978672	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010057485.1	1	90	90	+	128	92.222	3	34	407	496	1	90	90	0	7
1433322_Lepus_americanus	1433322	Lepus_americanus	Non-primate	Lagomorph	RELIK	env	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010058017.1	551	1039	489	-	283	92.638	2	92	640	802	1	489	163	0	12
1433331_Lepus_americanus	1433331	Lepus_americanus	Non-primate	Lagomorph	RELIK	env	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010058017.1	1110	1493	384	-	256	92.969	7	83	484	611	1	384	128	0	9
1433313_Lepus_americanus	1433313	Lepus_americanus	Non-primate	Lagomorph	RELIK	env	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010058017.1	1520	1645	126	-	88	90.476	6	24	68	109	1	126	42	0	4
2647575_Lepus_americanus	2647575	Lepus_americanus	Non-primate	Lagomorph	RELIK	pol	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010058017.1	1832	6427	4596	-	1481	92.234	0	1	268	1104	2095	4596	837	1	62
2979035_Lepus_americanus	2979035	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010058017.1	6428	6829	402	-	233	92.638	3	65	154	316	1	162	163	1	11
2210262_Lepus_americanus	2210262	Lepus_americanus	Non-primate	Lagomorph	RELIK	pol	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010059666.1	4838	5224	387	-	207	92.969	4	64	335	462	4	387	128	0	9
2978792_Lepus_americanus	2978792	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010062494.1	3664	4078	415	+	377	91.166	1	108	47	324	1	280	283	3	17
2647573_Lepus_americanus	2647573	Lepus_americanus	Non-primate	Lagomorph	RELIK	gag	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010063072.1	1274	5226	3953	-	577	62.94	0	1	1	477	1	1446	483	5	172
2978733_Lepus_americanus	2978733	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010065280.1	8130	8290	161	-	117	80.12	1	30	204	367	1	161	166	6	26
2978734_Lepus_americanus	2978734	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010066416.1	1614	2060	447	-	628	92	0	1	47	496	1	447	450	2	33
2978802_Lepus_americanus	2978802	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010067152.1	1620	2060	441	-	255	82.317	6	72	1	321	1	303	328	9	26
2978793_Lepus_americanus	2978793	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010067592.1	8346	8804	459	+	582	90.466	3	170	47	496	21	459	451	5	30
2978787_Lepus_americanus	2978787	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010069038.1	8204	8659	456	+	540	91.646	2	157	109	496	62	456	395	1	26
2978797_Lepus_americanus	2978797	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010069504.1	6580	7028	449	+	390	89.264	2	112	1	322	1	311	326	7	16
1325500_Lepus_americanus	1325500	Lepus_americanus	Non-primate	Lagomorph	RELIK	pol	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010070084.1	1550	1986	437	+	133	53.788	6	38	969	1099	63	437	132	2	53
1433281_Lepus_americanus	1433281	Lepus_americanus	Non-primate	Lagomorph	RELIK	Vif	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010070084.1	2149	2403	255	+	144	81.176	6	48	1	85	1	255	85	0	16
1433345_Lepus_americanus	1433345	Lepus_americanus	Non-primate	Lagomorph	RELIK	env	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010070084.1	2530	5151	2622	+	609	87.464	0	1	232	581	830	1882	351	1	43
2978699_Lepus_americanus	2978699	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010074234.1	283	631	349	-	523	93.696	1	152	148	496	1	349	349	0	22
2978736_Lepus_americanus	2978736	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010079287.1	5793	6248	456	+	643	92.325	0	1	47	496	1	456	456	1	29
2978755_Lepus_americanus	2978755	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010080868.1	6908	7217	310	+	407	90.385	1	117	186	496	1	310	312	2	27
1433433_Lepus_americanus	1433433	Lepus_americanus	Non-primate	Lagomorph	RELIK	rev	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010083368.1	1658	1777	120	-	81	95	9	24	39	78	1	120	40	0	2
1433332_Lepus_americanus	1433332	Lepus_americanus	Non-primate	Lagomorph	RELIK	env	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010083368.1	1823	2086	264	-	132	85.915	1	38	757	827	52	264	71	0	10
1433361_Lepus_americanus	1433361	Lepus_americanus	Non-primate	Lagomorph	RELIK	env	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010083368.1	2382	3352	971	-	475	90.217	9	164	484	759	144	971	276	0	27
1433362_Lepus_americanus	1433362	Lepus_americanus	Non-primate	Lagomorph	RELIK	tat	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010083368.1	3715	4064	350	-	129	94.667	1	41	1	75	1	225	75	0	4
2647582_Lepus_americanus	2647582	Lepus_americanus	Non-primate	Lagomorph	RELIK	pol	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010083368.1	4074	7287	3214	-	1632	90.919	0	1	160	1106	369	3200	947	1	83
2568492_Lepus_americanus	2568492	Lepus_americanus	Non-primate	Lagomorph	RELIK	gag	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010083368.1	7303	8209	907	-	467	92.857	6	166	191	442	107	862	252	0	18
2978671_Lepus_americanus	2978671	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010086741.1	540	977	438	+	652	93.607	0	1	47	483	1	438	438	1	27
2978674_Lepus_americanus	2978674	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010086783.1	2059	2210	152	+	117	80.645	1	30	168	322	1	152	155	3	27
2568484_Lepus_americanus	2568484	Lepus_americanus	Non-primate	Lagomorph	RELIK	gag	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010088327.1	2697	3938	1242	+	520	64.337	0	1	5	416	1	1242	415	3	144
1433330_Lepus_americanus	1433330	Lepus_americanus	Non-primate	Lagomorph	RELIK	env	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010088327.1	4017	4739	723	+	145	36.713	1	40	41	321	1	723	286	8	131
2979036_Lepus_americanus	2979036	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010091048.1	6287	6881	595	+	758	94.177	0	1	1	496	1	498	498	1	27
1239914_Lepus_americanus	1239914	Lepus_americanus	Non-primate	Lagomorph	RELIK	gag	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010091048.1	6882	7208	327	+	181	96.33	2	57	1	109	1	327	109	0	4
2978811_Lepus_americanus	2978811	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010093631.1	1887	2289	403	+	291	86.477	2	82	47	322	1	266	281	8	18
2979037_Lepus_americanus	2979037	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010096262.1	3067	3588	522	+	612	92.723	4	179	71	496	1	423	426	2	28
2647606_Lepus_americanus	2647606	Lepus_americanus	Non-primate	Lagomorph	RELIK	pol	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010096262.1	3638	6613	2976	+	1259	78.359	0	1	1	835	487	2976	841	6	165
1433340_Lepus_americanus	1433340	Lepus_americanus	Non-primate	Lagomorph	RELIK	env	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010097211.1	88	608	521	-	208	88.971	8	75	524	659	114	521	136	0	15
2647590_Lepus_americanus	2647590	Lepus_americanus	Non-primate	Lagomorph	RELIK	pol	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010097211.1	941	5439	4499	-	939	91.696	0	1	2	559	1151	2848	566	1	39
1239904_Lepus_americanus	1239904	Lepus_americanus	Non-primate	Lagomorph	RELIK	gag	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	ORF	PVJM010097211.1	5902	6057	156	-	108	100	4	31	1	52	1	156	52	0	0
2978715_Lepus_americanus	2978715	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010097211.1	6155	6508	354	-	510	92.655	10	149	143	496	1	354	354	0	26
2978681_Lepus_americanus	2978681	Lepus_americanus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	UTR	PVJM010100218.1	4059	4361	303	-	309	84.953	3	88	178	496	1	303	319	3	32
